OrderID,OrderDate,CustomerID,CustomerName,City,Country,SalesChannel,PaymentMethod,Category,SubCategory,Product,Quantity,UnitPrice,CostPerUnit,TotalSales,TotalCost,Profit
ORD100057,2023-09-21,CUST2422,Sara Jones,Glasgow,UK,Store,Card,Clothing,Dress,Evening Dress,7,100.66,60.4,704.62,422.8,281.82
ORD100058,2023-02-04,CUST2874,Reza Brown,Leeds,UK,Online,PayPal,Sports,Yoga,Yoga Block,4,93.63,64.1,374.52,256.4,118.12
ORD100059,2023-07-25,CUST1071,Emma Walker,Southampton,UK,Online,Card,Electronics,Smartwatch,Galaxy Watch 4,9,130.61,102.46,1175.49,922.14,253.35
ORD100060,2023-03-22,CUST2441,Ali Lee,London,UK,Online,PayPal,Clothing,Jacket,Rain Jacket,7,73.1,47.69,511.7,333.83,177.87
ORD100061,2023-02-19,CUST2921,Emma Walker,Bristol,UK,Store,Bank Transfer,Beauty,Nailcare,Nail Polish,5,67.95,51.62,339.75,258.1,81.65
ORD100062,2023-12-26,CUST2306,Noah Clark,London,UK,Store,Bank Transfer,Sports,Fitness,Yoga Mat,7,109.23,85.0,764.61,595.0,169.61
ORD100063,2023-01-02,CUST1073,John Clark,Edinburgh,UK,Store,PayPal,Clothing,Jacket,Puffer Jacket,9,17.12,9.14,154.08,82.26,71.82
ORD100064,2023-02-23,CUST1354,Sara Jones,Bristol,UK,Store,Bank Transfer,Beauty,Makeup,Lipstick,10,49.76,30.17,497.6,301.7,195.9
ORD100065,2023-04-16,CUST2750,Olivia Taylor,London,UK,Online,Bank Transfer,Beauty,Nailcare,Nail Polish,6,39.82,23.83,238.92,142.98,95.94
ORD100066,2023-09-17,CUST1496,David Jones,Manchester,UK,Online,Cash,Beauty,Skincare,Serum,1,35.35,26.4,35.35,26.4,8.95
ORD100067,2023-11-06,CUST2351,John Lee,Birmingham,UK,Store,Cash,Electronics,Smartphone,Pixel 7a,6,507.3,405.44,3043.8,2432.64,611.16
ORD100068,2023-07-10,CUST1987,Reza Martin,Birmingham,UK,Store,Cash,Electronics,Laptop,Dell Inspiron 15,1,646.55,376.36,646.55,376.36,270.19
ORD100069,2023-08-06,CUST2558,Sara Taylor,London,UK,Online,Bank Transfer,Sports,Football,Football Boots,4,60.23,36.18,240.92,144.72,96.2
ORD100070,2023-02-13,CUST1579,Olivia Brown,Leeds,UK,Online,Cash,Books,Comics,Superhero Comic,8,34.51,17.54,276.08,140.32,135.76
ORD100071,2023-06-11,CUST1909,Olivia Jones,Edinburgh,UK,Store,PayPal,Clothing,Dress,Casual Dress,5,35.32,27.25,176.6,136.25,40.35
ORD100072,2023-07-21,CUST2470,John Clark,Manchester,UK,Store,Card,Clothing,Jeans,Regular Jeans,5,80.39,45.67,401.95,228.35,173.6
ORD100073,2023-09-27,CUST1372,Liam Wilson,Southampton,UK,Online,PayPal,Books,Education,Math Workbook,10,12.67,9.61,126.7,96.1,30.6
ORD100074,2023-12-17,CUST1361,Reza Johnson,Leeds,UK,Store,Bank Transfer,Home & Kitchen,Vacuum Cleaner,Compact Vacuum,8,270.25,155.89,2162.0,1247.12,914.88
ORD100075,2023-10-31,CUST1092,Reza Clark,Glasgow,UK,Online,Bank Transfer,Electronics,Headphones,Anker Soundcore,8,382.77,287.22,3062.16,2297.76,764.4
ORD100076,2023-09-28,CUST2344,Olivia Smith,London,UK,Store,Bank Transfer,Sports,Yoga,Yoga Block,1,156.49,116.46,156.49,116.46,40.03
ORD100077,2023-08-03,CUST1323,Liam Johnson,Edinburgh,UK,Online,Card,Beauty,Perfume,Eau de Parfum,5,43.88,33.94,219.4,169.7,49.7
ORD100078,2023-09-09,CUST1383,Noah Smith,Southampton,UK,Store,Card,Clothing,Jacket,Puffer Jacket,5,45.85,25.08,229.25,125.4,103.85
ORD100079,2023-07-09,CUST1574,Ali Johnson,Edinburgh,UK,Store,Bank Transfer,Home & Kitchen,Lamp,Desk Lamp,8,218.45,144.57,1747.6,1156.56,591.04
ORD100080,2023-10-23,CUST1735,John Wilson,Bristol,UK,Online,PayPal,Home & Kitchen,Cookware,Non-stick Pan Set,1,259.28,135.95,259.28,135.95,123.33
ORD100081,2023-08-01,CUST1736,Sara Wilson,Birmingham,UK,Online,Cash,Beauty,Perfume,Eau de Parfum,7,68.28,40.15,477.96,281.05,196.91
ORD100082,2023-07-27,CUST2904,Liam Jones,Glasgow,UK,Store,PayPal,Clothing,Jacket,Puffer Jacket,7,82.03,42.0,574.21,294.0,280.21
ORD100083,2023-08-25,CUST1345,Ali Martin,Birmingham,UK,Store,Cash,Electronics,Smartwatch,Fitbit Versa 3,9,518.9,371.11,4670.1,3339.99,1330.11
ORD100084,2023-12-04,CUST2872,Ali Clark,London,UK,Store,PayPal,Beauty,Skincare,Face Cleanser,2,32.66,18.44,65.32,36.88,28.44
ORD100085,2023-02-22,CUST2126,Reza Brown,Bristol,UK,Store,PayPal,Books,Education,Math Workbook,3,23.82,17.86,71.46,53.58,17.88
ORD100086,2023-10-07,CUST2238,Noah Clark,Birmingham,UK,Store,PayPal,Sports,Football,Football Boots,4,71.47,41.15,285.88,164.6,121.28
ORD100087,2023-08-05,CUST2215,Reza Taylor,Leeds,UK,Online,Bank Transfer,Sports,Yoga,Yoga Block,1,63.0,49.44,63.0,49.44,13.56
ORD100088,2023-09-09,CUST2695,Olivia Walker,Manchester,UK,Store,PayPal,Sports,Yoga,Yoga Block,7,78.26,39.21,547.82,274.47,273.35
ORD100089,2023-07-07,CUST2907,Emma Wilson,London,UK,Online,Card,Beauty,Haircare,Shampoo,10,63.63,45.16,636.3,451.6,184.7
ORD100090,2023-02-10,CUST1718,Olivia Wilson,Glasgow,UK,Online,Bank Transfer,Electronics,Headphones,Sony WH-CH510,3,172.57,137.27,517.71,411.81,105.9
ORD100091,2023-06-06,CUST1780,John Lee,Southampton,UK,Online,PayPal,Beauty,Perfume,Body Spray,3,50.6,32.9,151.8,98.7,53.1
ORD100092,2023-01-15,CUST2019,David Martin,Edinburgh,UK,Store,Bank Transfer,Sports,Fitness,Dumbbell Set,3,82.62,63.58,247.86,190.74,57.12
ORD100093,2023-10-28,CUST2217,Olivia Martin,Manchester,UK,Online,Cash,Home & Kitchen,Chair,Office Chair,8,88.31,51.73,706.48,413.84,292.64
ORD100094,2023-03-06,CUST2403,Ali Wilson,Birmingham,UK,Online,PayPal,Beauty,Haircare,Conditioner,9,14.18,10.32,127.62,92.88,34.74
ORD100095,2023-12-11,CUST2426,Mina Jones,London,UK,Online,Bank Transfer,Sports,Cycling,Bike Helmet,10,123.15,84.08,1231.5,840.8,390.7
ORD100096,2023-11-23,CUST1663,David Smith,Edinburgh,UK,Store,PayPal,Books,Comics,Manga Volume,2,12.65,8.8,25.3,17.6,7.7
ORD100097,2023-01-09,CUST2772,Liam Clark,Southampton,UK,Store,Bank Transfer,Books,Comics,Manga Volume,10,31.79,19.31,317.9,193.1,124.8
ORD100098,2023-12-10,CUST1599,Mina Walker,Bristol,UK,Store,Cash,Home & Kitchen,Chair,Dining Chair,10,244.38,147.76,2443.8,1477.6,966.2
ORD100099,2023-05-09,CUST1010,Mina Smith,London,UK,Store,Card,Sports,Running,Running Shoes,1,154.05,78.58,154.05,78.58,75.47
ORD100100,2023-05-16,CUST1186,Ali Smith,Glasgow,UK,Online,PayPal,Home & Kitchen,Bedding,Pillow Pack,9,174.33,137.87,1568.97,1240.83,328.14
ORD100101,2023-03-04,CUST1725,Mina Jones,Southampton,UK,Store,Card,Home & Kitchen,Cookware,Non-stick Pan Set,6,294.75,172.29,1768.5,1033.74,734.76
ORD100102,2023-05-19,CUST2038,Sara Johnson,London,UK,Online,Cash,Electronics,Smartwatch,Apple Watch SE,9,397.81,206.42,3580.29,1857.78,1722.51
ORD100103,2023-03-22,CUST1777,Ali Clark,Edinburgh,UK,Store,Bank Transfer,Books,Comics,Superhero Comic,6,35.57,23.85,213.42,143.1,70.32
ORD100104,2023-06-12,CUST2320,Mina Taylor,Edinburgh,UK,Store,PayPal,Electronics,Tablet,Galaxy Tab A9,2,357.27,190.72,714.54,381.44,333.1
ORD100105,2023-10-16,CUST1410,Noah Wilson,Southampton,UK,Online,Card,Clothing,Dress,Casual Dress,1,114.14,75.23,114.14,75.23,38.91
ORD100106,2023-09-18,CUST1955,Olivia Brown,Edinburgh,UK,Online,Bank Transfer,Home & Kitchen,Cookware,Non-stick Pan Set,8,99.22,60.03,793.76,480.24,313.52
ORD100107,2023-08-19,CUST1584,Liam Walker,London,UK,Store,Card,Beauty,Skincare,Face Cleanser,3,25.3,17.22,75.9,51.66,24.24
ORD100108,2023-02-10,CUST2075,Noah Wilson,Birmingham,UK,Online,PayPal,Books,Fiction,Novel - Mystery,1,37.55,28.43,37.55,28.43,9.12
ORD100109,2023-01-28,CUST2663,Noah Lee,Edinburgh,UK,Store,Cash,Sports,Yoga,Yoga Strap,8,97.47,72.9,779.76,583.2,196.56
ORD100110,2023-05-15,CUST2051,Mina Jones,Glasgow,UK,Store,Bank Transfer,Clothing,Dress,Evening Dress,1,56.54,32.55,56.54,32.55,23.99
ORD100111,2023-07-20,CUST1576,Ali Lee,London,UK,Store,Bank Transfer,Clothing,Dress,Casual Dress,8,118.18,69.86,945.44,558.88,386.56
ORD100112,2023-11-24,CUST2040,David Lee,Bristol,UK,Online,Cash,Electronics,Smartwatch,Galaxy Watch 4,1,313.08,249.5,313.08,249.5,63.58
ORD100113,2023-09-25,CUST2374,Emma Martin,London,UK,Store,Cash,Home & Kitchen,Bedding,Pillow Pack,9,57.5,41.87,517.5,376.83,140.67
ORD100114,2023-02-02,CUST2451,Sara Jones,Leeds,UK,Online,Card,Sports,Fitness,Yoga Mat,9,187.8,122.73,1690.2,1104.57,585.63
ORD100115,2023-02-17,CUST2673,Sara Lee,Southampton,UK,Store,Bank Transfer,Beauty,Skincare,Moisturiser,9,5.19,3.18,46.71,28.62,18.09
ORD100116,2023-03-03,CUST2854,David Jones,Southampton,UK,Store,Cash,Electronics,Smartwatch,Galaxy Watch 4,3,160.33,100.18,480.99,300.54,180.45
ORD100117,2023-08-04,CUST2252,Mina Wilson,Glasgow,UK,Store,Cash,Books,Comics,Manga Volume,4,32.65,20.62,130.6,82.48,48.12
ORD100118,2023-10-20,CUST2789,Mina Clark,Glasgow,UK,Store,PayPal,Clothing,Jacket,Rain Jacket,5,57.51,38.36,287.55,191.8,95.75
ORD100119,2023-04-09,CUST1988,Noah Brown,Glasgow,UK,Store,PayPal,Sports,Running,Running Shoes,6,120.52,91.22,723.12,547.32,175.8
ORD100120,2023-06-21,CUST2233,Emma Brown,Edinburgh,UK,Online,Cash,Electronics,Headphones,Apple EarPods,9,302.02,225.46,2718.18,2029.14,689.04
ORD100121,2023-12-26,CUST2454,John Martin,Birmingham,UK,Store,Card,Beauty,Perfume,Body Spray,4,47.45,28.0,189.8,112.0,77.8
ORD100122,2023-08-02,CUST2317,Mina Jones,Southampton,UK,Store,Card,Beauty,Haircare,Conditioner,6,27.13,16.5,162.78,99.0,63.78
ORD100123,2023-02-04,CUST1742,Noah Clark,Leeds,UK,Store,PayPal,Electronics,Headphones,Apple EarPods,1,528.34,300.75,528.34,300.75,227.59
ORD100124,2023-08-15,CUST2776,Ali Smith,Edinburgh,UK,Store,PayPal,Home & Kitchen,Vacuum Cleaner,Compact Vacuum,2,277.69,186.74,555.38,373.48,181.9
ORD100125,2023-04-11,CUST2605,Olivia Smith,Glasgow,UK,Store,Bank Transfer,Home & Kitchen,Bedding,Pillow Pack,8,277.6,142.66,2220.8,1141.28,1079.52
ORD100126,2023-05-11,CUST2127,Ali Wilson,London,UK,Online,Cash,Home & Kitchen,Lamp,Floor Lamp,4,115.93,58.76,463.72,235.04,228.68
ORD100127,2023-09-14,CUST1203,Reza Lee,Edinburgh,UK,Online,Bank Transfer,Home & Kitchen,Chair,Office Chair,10,96.23,73.0,962.3,730.0,232.3
ORD100128,2023-01-05,CUST2076,Noah Martin,London,UK,Store,PayPal,Sports,Cycling,Cycling Gloves,7,16.96,10.7,118.72,74.9,43.82
ORD100129,2023-08-06,CUST1973,Mina Lee,Glasgow,UK,Online,Cash,Home & Kitchen,Vacuum Cleaner,Compact Vacuum,4,52.92,33.08,211.68,132.32,79.36
ORD100130,2023-09-12,CUST1939,Sara Brown,Leeds,UK,Online,Card,Sports,Yoga,Yoga Block,9,169.38,116.35,1524.42,1047.15,477.27
ORD100131,2023-12-25,CUST2398,Emma Smith,Edinburgh,UK,Store,Bank Transfer,Beauty,Makeup,Foundation,9,60.26,36.44,542.34,327.96,214.38
ORD100132,2023-10-10,CUST2865,Emma Taylor,Southampton,UK,Online,Bank Transfer,Home & Kitchen,Bedding,Pillow Pack,4,284.43,202.74,1137.72,810.96,326.76
ORD100133,2023-07-26,CUST2077,Noah Taylor,Manchester,UK,Store,Bank Transfer,Beauty,Makeup,Lipstick,8,36.63,23.0,293.04,184.0,109.04
ORD100134,2023-01-15,CUST2299,Emma Clark,Manchester,UK,Store,PayPal,Clothing,Dress,Evening Dress,6,111.06,74.73,666.36,448.38,217.98
ORD100135,2023-12-12,CUST2358,Noah Brown,Birmingham,UK,Online,Card,Books,Children,Kids Story Book,1,29.72,18.58,29.72,18.58,11.14
ORD100136,2023-02-11,CUST2054,Mina Taylor,London,UK,Online,Bank Transfer,Electronics,Tablet,Lenovo Tab M10,7,241.06,172.86,1687.42,1210.02,477.4
ORD100137,2023-06-28,CUST2158,Mina Smith,Glasgow,UK,Store,Cash,Home & Kitchen,Chair,Dining Chair,1,190.19,123.7,190.19,123.7,66.49
ORD100138,2023-03-04,CUST2081,Liam Clark,Leeds,UK,Online,Bank Transfer,Clothing,T-Shirt,Basic Cotton Tee,3,78.64,44.23,235.92,132.69,103.23
ORD100139,2023-12-18,CUST1104,Sara Johnson,Glasgow,UK,Online,Cash,Books,Education,Math Workbook,8,32.79,25.72,262.32,205.76,56.56
ORD100140,2023-08-19,CUST2289,Sara Smith,Glasgow,UK,Online,Card,Clothing,T-Shirt,Basic Cotton Tee,9,108.02,64.43,972.18,579.87,392.31
ORD100141,2023-08-29,CUST2545,Liam Martin,Manchester,UK,Store,Cash,Clothing,Jacket,Denim Jacket,3,54.66,40.59,163.98,121.77,42.21
ORD100142,2023-02-21,CUST2519,Olivia Clark,Leeds,UK,Online,Cash,Beauty,Haircare,Conditioner,1,49.63,32.97,49.63,32.97,16.66
ORD100143,2023-04-06,CUST1252,Reza Smith,Birmingham,UK,Store,Card,Books,Education,Language Book,1,37.43,24.73,37.43,24.73,12.7
ORD100144,2023-08-10,CUST1294,Olivia Jones,Glasgow,UK,Store,PayPal,Beauty,Makeup,Mascara,7,43.62,22.36,305.34,156.52,148.82
ORD100145,2023-08-19,CUST1667,Reza Jones,Bristol,UK,Store,Bank Transfer,Sports,Fitness,Yoga Mat,5,23.19,11.65,115.95,58.25,57.7
ORD100146,2023-08-25,CUST2181,Liam Jones,Edinburgh,UK,Store,Cash,Electronics,Smartphone,Galaxy A14,1,737.54,459.13,737.54,459.13,278.41
ORD100147,2023-05-23,CUST1548,Mina Lee,Edinburgh,UK,Store,Card,Clothing,Jacket,Rain Jacket,6,61.54,46.38,369.24,278.28,90.96
ORD100148,2023-06-20,CUST1630,Ali Walker,Edinburgh,UK,Store,Card,Electronics,Smartphone,Pixel 7a,6,518.66,354.17,3111.96,2125.02,986.94
ORD100149,2023-01-29,CUST2090,Mina Walker,Manchester,UK,Online,Bank Transfer,Sports,Running,Running Shorts,4,66.34,49.77,265.36,199.08,66.28
ORD100150,2023-02-05,CUST2777,Liam Smith,Glasgow,UK,Online,Card,Electronics,Smartphone,Galaxy A14,7,199.4,102.88,1395.8,720.16,675.64
ORD100151,2023-01-13,CUST1298,Liam Jones,Leeds,UK,Store,Cash,Electronics,Tablet,Lenovo Tab M10,7,217.95,126.48,1525.65,885.36,640.29
ORD100152,2023-06-09,CUST2486,Emma Walker,Manchester,UK,Online,Cash,Sports,Cycling,Cycling Gloves,9,63.64,44.62,572.76,401.58,171.18
ORD100153,2023-11-23,CUST2748,Liam Clark,Birmingham,UK,Store,Bank Transfer,Books,Education,Math Workbook,1,12.62,8.87,12.62,8.87,3.75
ORD100154,2023-07-06,CUST2843,David Taylor,London,UK,Online,Card,Clothing,T-Shirt,Basic Cotton Tee,5,20.02,10.89,100.1,54.45,45.65
ORD100155,2023-08-31,CUST1100,Mina Johnson,London,UK,Store,Cash,Sports,Yoga,Yoga Strap,10,106.68,82.84,1066.8,828.4,238.4
ORD100156,2023-03-27,CUST2079,Mina Taylor,Glasgow,UK,Store,Bank Transfer,Beauty,Skincare,Face Cleanser,3,69.47,54.92,208.41,164.76,43.65
ORD100157,2023-10-11,CUST1331,Emma Brown,Southampton,UK,Online,Bank Transfer,Beauty,Makeup,Lipstick,7,53.79,37.8,376.53,264.6,111.93
ORD100158,2023-03-07,CUST1835,John Martin,Bristol,UK,Online,Card,Beauty,Perfume,Eau de Parfum,4,51.88,35.63,207.52,142.52,65.0
ORD100159,2023-06-19,CUST2774,David Jones,Leeds,UK,Store,PayPal,Books,Education,Math Workbook,4,10.15,6.73,40.6,26.92,13.68
ORD100160,2023-02-14,CUST1392,Sara Martin,Glasgow,UK,Store,PayPal,Clothing,T-Shirt,Basic Cotton Tee,1,52.47,33.2,52.47,33.2,19.27
ORD100161,2023-03-03,CUST2766,Liam Walker,Bristol,UK,Store,Bank Transfer,Electronics,Laptop,Lenovo IdeaPad 3,1,456.99,246.1,456.99,246.1,210.89
ORD100162,2023-05-14,CUST1873,Ali Jones,Bristol,UK,Store,PayPal,Clothing,Dress,Evening Dress,10,49.54,25.71,495.4,257.1,238.3
ORD100163,2023-10-11,CUST1380,Olivia Wilson,London,UK,Online,Bank Transfer,Clothing,Dress,Evening Dress,2,117.76,63.07,235.52,126.14,109.38
ORD100164,2023-01-28,CUST1091,Olivia Taylor,Southampton,UK,Store,PayPal,Books,Comics,Manga Volume,2,14.05,10.78,28.1,21.56,6.54
ORD100165,2023-04-18,CUST2814,Reza Johnson,Birmingham,UK,Store,Cash,Sports,Fitness,Yoga Mat,1,101.71,54.99,101.71,54.99,46.72
